Location,Date,Temperature,Humidity,Precipitation,Wind Speed,Weather Forecast
Gujarat,2006-02-01,28.9,45,198.3,13.7,Stormy
Karnataka,2013-04-01,31.7,24,243.4,0.6,Rainy
Haryana,2011-01-01,24.0,28,139.8,14.2,Rainy
Assam,2004-03-01,38.6,96,180.6,13.6,Cloudy
Rajasthan,1989-11-01,22.5,32,5.2,1.7,Foggy
Bihar,1988-01-01,17.2,79,12.0,1.3,Rainy
Haryana,1992-08-01,28.3,67,114.6,10.0,Cloudy
Meghalaya,1991-10-01,19.4,26,228.6,14.2,Cloudy
Chhattisgarh,2019-02-01,16.7,98,250.5,3.2,Rainy
Tripura,1989-10-01,11.2,42,223.4,4.2,Cloudy
Gujarat,2002-12-01,20.8,82,106.0,13.9,Rainy
Arunachal Pradesh,1998-03-01,36.2,31,86.2,8.2,Foggy
Andhra Pradesh,2003-10-01,27.5,32,147.7,6.7,Sunny
Haryana,2016-04-01,30.0,75,221.4,9.8,Foggy
Nagaland,1995-06-01,24.1,74,0.4,11.8,Foggy
Arunachal Pradesh,1988-08-01,13.5,95,129.6,11.8,Foggy
Jharkhand,1994-04-01,39.4,57,290.8,11.5,Sunny
Kerala,1992-01-01,37.1,76,164.3,10.1,Foggy
Meghalaya,1994-01-01,19.5,48,77.5,5.3,Stormy
Chhattisgarh,1989-11-01,33.6,39,4.4,1.8,Rainy
Kerala,2012-10-01,26.1,88,299.8,11.7,Stormy
Sikkim,1987-08-01,38.4,20,107.8,9.9,Stormy
Uttar Pradesh,2009-06-01,31.8,55,132.9,2.9,Sunny
Gujarat,2019-09-01,13.2,76,59.9,1.3,Foggy
Tamil Nadu,2017-04-01,15.3,37,85.7,3.8,Cloudy
Chhattisgarh,2002-02-01,22.3,42,25.7,10.7,Sunny
Bihar,2011-11-01,39.2,78,125.4,0.2,Foggy
Odisha,2002-09-01,26.3,89,166.8,13.5,Foggy
Nagaland,2008-07-01,23.8,47,120.7,2.8,Foggy
Kerala,1995-11-01,28.5,68,207.5,5.2,Sunny
Bihar,2005-05-01,18.4,71,6.3,8.5,Rainy
West Bengal,1996-05-01,35.3,94,23.8,9.5,Sunny
Tripura,2018-02-01,11.1,43,172.2,6.4,Sunny
Goa,1989-02-01,15.6,60,151.6,9.4,Rainy
Punjab,1993-02-01,34.5,74,264.6,14.0,Foggy
Manipur,1996-07-01,20.1,68,4.4,7.6,Rainy
Madhya Pradesh,2019-04-01,19.3,31,194.8,1.3,Stormy
Odisha,1999-12-01,23.2,90,12.6,13.3,Rainy
Manipur,1996-09-01,33.6,21,102.4,4.8,Rainy
Kerala,2006-08-01,16.2,22,4.0,12.6,Cloudy
Haryana,2024-05-01,10.9,67,39.4,1.1,Rainy
Madhya Pradesh,2002-05-01,19.5,66,174.5,13.6,Cloudy
Haryana,1995-07-01,27.4,29,294.4,6.4,Rainy
Mizoram,1989-11-01,23.0,45,203.1,12.3,Stormy
Andhra Pradesh,1998-06-01,38.6,78,96.8,12.1,Sunny
Punjab,1985-10-01,27.5,95,299.9,8.1,Stormy
Assam,1999-11-01,25.8,67,64.9,14.3,Foggy
Jharkhand,2008-03-01,24.8,47,199.6,1.0,Stormy
Punjab,2019-03-01,32.9,71,102.3,10.3,Rainy
Meghalaya,2002-09-01,26.0,79,296.0,5.4,Cloudy
Goa,1993-10-01,33.0,48,203.4,11.4,Rainy
Haryana,2012-01-01,16.0,43,239.6,10.3,Foggy
Madhya Pradesh,2024-05-01,29.2,80,171.7,11.7,Foggy
Bihar,2021-12-01,37.8,95,122.1,1.0,Cloudy
Assam,2009-12-01,16.5,69,264.8,4.1,Sunny
Rajasthan,2014-03-01,13.8,91,216.6,2.4,Cloudy
Rajasthan,2020-05-01,37.7,68,283.8,1.6,Stormy
Rajasthan,2010-06-01,29.5,85,38.9,0.7,Stormy
Manipur,2008-06-01,21.7,25,104.2,14.3,Cloudy
Mizoram,2008-06-01,23.5,35,149.3,12.2,Foggy
Bihar,1985-08-01,16.0,22,170.7,13.1,Sunny
Punjab,1992-09-01,36.3,77,225.1,2.1,Stormy
Andhra Pradesh,2006-09-01,36.7,72,245.9,6.8,Sunny
Chhattisgarh,2005-05-01,34.2,58,205.7,14.0,Rainy
Nagaland,1996-06-01,36.8,81,101.5,14.0,Sunny
Madhya Pradesh,2024-01-01,19.2,59,5.9,9.8,Rainy
Assam,2015-10-01,15.8,87,272.3,7.6,Rainy
Meghalaya,2015-05-01,11.0,97,199.5,6.7,Sunny
Manipur,2000-11-01,10.8,61,159.1,14.6,Cloudy
Haryana,2018-07-01,11.4,58,186.2,6.4,Foggy
Punjab,1985-01-01,25.5,61,18.1,12.7,Rainy
Gujarat,2021-09-01,39.2,79,157.6,3.3,Stormy
West Bengal,1992-08-01,21.9,65,267.7,12.5,Cloudy
Jharkhand,2011-04-01,14.0,63,258.9,5.5,Rainy
Himachal Pradesh,2012-05-01,35.5,41,183.5,5.2,Cloudy
West Bengal,1990-01-01,36.7,82,89.1,5.7,Foggy
Punjab,1996-08-01,10.3,81,264.2,10.5,Rainy
Kerala,2015-11-01,35.9,94,219.4,7.2,Sunny
Haryana,1986-07-01,25.0,88,39.6,1.2,Stormy
Gujarat,2000-02-01,36.8,42,188.3,10.7,Rainy
Manipur,2016-02-01,12.4,63,207.8,11.5,Cloudy
Meghalaya,2006-08-01,16.0,96,186.1,11.4,Cloudy
Kerala,1997-01-01,32.9,98,237.8,5.9,Cloudy
Karnataka,1990-09-01,24.3,30,290.6,7.9,Stormy
Meghalaya,2024-01-01,21.4,22,295.1,0.6,Cloudy
Manipur,1998-04-01,21.4,79,272.5,12.5,Sunny
Jharkhand,1987-08-01,10.9,30,264.6,12.8,Cloudy
Rajasthan,2010-07-01,19.9,41,181.9,4.9,Sunny
Arunachal Pradesh,1996-09-01,15.6,31,116.8,4.4,Sunny
Punjab,2009-06-01,27.8,78,207.5,14.9,Cloudy
Chhattisgarh,2012-07-01,15.3,56,271.4,5.9,Cloudy
Odisha,1993-01-01,35.2,59,82.8,0.4,Stormy
Sikkim,1999-03-01,35.8,49,89.2,7.8,Sunny
Chhattisgarh,2012-04-01,30.1,62,202.7,8.9,Foggy
Goa,2015-07-01,10.6,46,147.8,12.9,Rainy
Gujarat,2003-03-01,18.2,85,40.9,2.3,Sunny
Kerala,2004-02-01,14.9,81,236.8,14.4,Foggy
Haryana,2019-10-01,39.8,95,241.3,12.8,Cloudy
Kerala,2020-08-01,18.5,32,246.1,1.8,Cloudy
Uttarakhand,2021-12-01,24.4,99,221.7,7.4,Cloudy
Manipur,2005-02-01,27.4,84,68.4,3.7,Foggy
Sikkim,2006-04-01,37.0,86,269.9,7.5,Sunny
Madhya Pradesh,2023-07-01,22.5,50,91.7,8.7,Cloudy
Meghalaya,2011-07-01,34.1,89,220.3,14.8,Stormy
Uttar Pradesh,1999-11-01,13.2,47,245.7,1.2,Foggy
Haryana,2019-05-01,38.8,62,281.3,8.9,Foggy
Odisha,2021-02-01,18.6,43,54.1,11.8,Foggy
Maharashtra,2010-12-01,18.0,40,76.1,13.5,Sunny
Maharashtra,2009-03-01,31.5,83,21.7,11.1,Sunny
Bihar,1991-09-01,27.3,61,127.3,14.1,Rainy
Sikkim,2005-11-01,28.7,61,54.1,10.3,Sunny
Jharkhand,2009-05-01,30.6,21,18.9,7.2,Rainy
Meghalaya,2004-11-01,29.7,30,68.0,1.8,Sunny
Tamil Nadu,2004-06-01,32.3,93,282.9,1.9,Sunny
Uttarakhand,1992-02-01,39.7,57,192.3,3.3,Sunny
Meghalaya,2012-05-01,21.2,47,271.7,3.8,Stormy
Chhattisgarh,2003-12-01,37.9,85,78.3,9.6,Sunny
Uttar Pradesh,1988-11-01,36.5,53,294.3,0.3,Cloudy
Madhya Pradesh,1989-10-01,29.7,97,201.7,0.8,Rainy
Tripura,1995-01-01,39.5,23,156.2,9.7,Sunny
Karnataka,2019-04-01,39.4,36,134.1,2.5,Stormy
Assam,2009-07-01,20.4,44,286.6,12.7,Foggy
Andhra Pradesh,2022-10-01,23.7,74,162.7,5.3,Foggy
Punjab,1991-01-01,37.0,79,67.0,10.0,Cloudy
Nagaland,1987-02-01,27.0,83,288.4,1.4,Rainy
Goa,2003-09-01,16.0,38,15.7,0.6,Stormy
Karnataka,1997-01-01,35.1,60,184.9,4.6,Cloudy
Himachal Pradesh,1993-05-01,30.1,37,245.7,8.4,Foggy
Tamil Nadu,2007-08-01,14.4,30,287.0,2.0,Rainy
Sikkim,2010-07-01,35.2,80,216.6,13.2,Cloudy
Manipur,2005-04-01,27.2,81,180.6,6.2,Foggy
Punjab,1994-10-01,32.8,30,280.7,7.7,Rainy
West Bengal,2016-07-01,29.6,33,63.4,13.5,Foggy
West Bengal,2002-03-01,28.4,80,42.9,0.4,Rainy
Goa,2013-01-01,17.2,58,214.5,0.9,Rainy
Nagaland,2009-05-01,20.1,81,153.9,4.6,Sunny
Telangana,2020-02-01,17.3,86,195.6,5.4,Foggy
Odisha,2003-04-01,15.7,39,109.1,10.9,Foggy
Maharashtra,1990-08-01,19.7,75,33.4,7.0,Sunny
Himachal Pradesh,1997-01-01,28.5,83,56.0,6.9,Rainy
Karnataka,1988-05-01,39.4,78,142.6,3.7,Sunny
Gujarat,2020-12-01,32.4,63,210.9,8.1,Cloudy
Punjab,2015-11-01,22.0,63,167.6,8.0,Sunny
Mizoram,2001-03-01,39.3,77,228.2,10.6,Sunny
Bihar,1992-09-01,23.4,45,42.8,1.6,Sunny
Gujarat,2019-07-01,22.8,57,282.9,5.2,Foggy
Nagaland,2015-12-01,38.0,56,7.9,14.1,Cloudy
Nagaland,2001-05-01,15.7,20,140.4,14.4,Cloudy
Andhra Pradesh,2018-02-01,23.9,26,212.3,7.9,Sunny
Odisha,2010-11-01,36.6,45,122.7,1.1,Stormy
Telangana,1996-04-01,17.5,84,225.3,2.3,Foggy
West Bengal,1991-06-01,13.3,22,8.9,13.4,Foggy
Haryana,2023-10-01,22.5,97,158.9,2.9,Rainy
Madhya Pradesh,2003-09-01,17.9,57,156.9,10.9,Cloudy
Tamil Nadu,2014-11-01,17.4,30,196.9,6.0,Foggy
Assam,2005-03-01,38.8,54,288.7,12.3,Cloudy
West Bengal,2021-06-01,11.6,95,169.8,4.7,Foggy
Arunachal Pradesh,1987-08-01,33.1,30,93.0,3.1,Sunny
Manipur,2001-02-01,30.7,39,192.7,9.1,Stormy
Odisha,2010-05-01,11.3,24,190.9,14.5,Foggy
Gujarat,2015-07-01,34.2,38,143.3,12.3,Rainy
Haryana,2001-07-01,28.0,63,192.6,1.8,Sunny
Uttarakhand,2001-02-01,15.6,93,256.4,10.0,Rainy
Mizoram,1991-11-01,24.0,88,156.9,10.8,Cloudy
Manipur,1995-05-01,35.9,77,275.1,5.3,Stormy
Andhra Pradesh,2012-01-01,33.1,89,48.7,1.6,Stormy
Arunachal Pradesh,2015-12-01,22.4,30,71.9,7.4,Cloudy
Mizoram,2011-07-01,20.8,71,292.2,8.2,Cloudy
Assam,2018-02-01,37.3,58,118.2,4.4,Stormy
Karnataka,2002-06-01,34.5,96,36.6,3.3,Cloudy
Himachal Pradesh,2002-02-01,12.7,71,150.1,6.5,Stormy
Andhra Pradesh,2019-03-01,36.6,78,129.7,1.5,Foggy
Nagaland,2006-01-01,15.8,74,192.8,7.0,Rainy
Odisha,2012-04-01,27.9,23,11.1,7.9,Stormy
Assam,1997-02-01,36.1,97,288.2,6.1,Stormy
Assam,2010-07-01,15.8,69,220.6,7.7,Rainy
Rajasthan,2000-03-01,28.3,43,296.4,9.8,Sunny
Telangana,2000-06-01,14.2,26,206.9,11.7,Stormy
Meghalaya,2007-05-01,28.6,74,46.1,11.4,Sunny
Jharkhand,1992-09-01,38.9,84,116.4,4.2,Cloudy
Tripura,2012-03-01,35.6,78,249.2,0.5,Rainy
Telangana,2004-05-01,36.6,66,228.8,10.7,Sunny
Mizoram,1997-02-01,32.5,71,31.2,5.3,Rainy
Chhattisgarh,1998-07-01,17.9,61,116.7,2.7,Sunny
Mizoram,2011-02-01,34.9,27,200.1,2.6,Foggy
West Bengal,2021-10-01,39.6,54,48.8,3.6,Cloudy
Arunachal Pradesh,2021-05-01,11.3,93,131.5,2.2,Sunny
Meghalaya,2021-01-01,25.6,68,82.9,9.5,Sunny
Maharashtra,1997-09-01,27.3,90,125.9,10.2,Rainy
Jharkhand,2005-09-01,10.2,77,25.2,9.3,Sunny
Telangana,1993-12-01,38.5,56,251.3,2.3,Foggy
Sikkim,2009-01-01,33.4,49,228.3,14.9,Cloudy
Haryana,1994-08-01,17.2,77,183.9,7.0,Cloudy
Punjab,2024-09-01,23.0,54,192.9,14.7,Rainy
Tamil Nadu,2001-10-01,18.9,100,106.0,2.7,Sunny
Odisha,2003-11-01,32.8,67,19.2,14.6,Stormy
Jharkhand,2007-02-01,31.5,70,181.2,12.6,Cloudy
Mizoram,2016-08-01,38.5,94,55.6,10.0,Stormy
Nagaland,1986-09-01,39.6,95,123.5,1.9,Cloudy
Telangana,1989-10-01,20.5,78,155.1,8.3,Sunny
Madhya Pradesh,2015-07-01,27.7,62,261.2,12.0,Foggy
Chhattisgarh,2010-12-01,29.4,32,19.6,11.3,Rainy
Sikkim,2005-06-01,26.1,64,261.2,2.4,Foggy
Haryana,2011-11-01,38.7,71,191.7,2.0,Stormy
Jharkhand,2021-06-01,33.8,97,111.3,11.2,Rainy
Uttarakhand,2012-08-01,10.8,75,120.5,5.9,Stormy
Uttarakhand,2010-12-01,22.3,38,95.9,5.8,Cloudy
Odisha,1993-09-01,16.5,93,110.6,13.0,Foggy
Punjab,2010-06-01,33.2,63,119.2,8.4,Sunny
Punjab,1991-12-01,31.5,95,17.6,9.9,Rainy
Haryana,1999-10-01,38.9,81,197.1,0.6,Foggy
Haryana,1998-01-01,18.1,38,258.7,10.6,Rainy
Uttarakhand,2014-03-01,21.4,68,285.1,10.1,Foggy
Gujarat,2009-08-01,19.0,55,286.5,13.4,Foggy
West Bengal,1985-02-01,20.9,58,10.3,3.4,Rainy
Madhya Pradesh,2024-09-01,10.6,72,52.9,9.8,Cloudy
Himachal Pradesh,1998-05-01,39.9,96,210.1,1.6,Foggy
Gujarat,2024-10-01,16.0,27,144.0,7.2,Cloudy
Andhra Pradesh,2002-07-01,14.7,22,271.2,14.7,Sunny
Bihar,2009-02-01,20.3,95,130.9,12.4,Stormy
Nagaland,1992-06-01,19.8,28,221.7,7.0,Rainy
Jharkhand,1999-03-01,36.2,94,150.2,0.3,Sunny
Jharkhand,2008-07-01,21.5,58,155.3,7.5,Stormy
Bihar,2007-10-01,36.2,33,52.7,1.7,Cloudy
Tamil Nadu,2006-04-01,32.3,27,185.8,14.4,Rainy
Meghalaya,2022-05-01,32.2,21,149.3,4.0,Stormy
Arunachal Pradesh,1986-03-01,13.9,64,294.2,11.2,Foggy
Himachal Pradesh,2014-04-01,12.8,77,138.1,9.1,Sunny
Odisha,2023-12-01,21.0,55,82.8,14.9,Stormy
Bihar,2001-04-01,33.8,23,7.7,13.1,Foggy
Goa,1997-08-01,38.4,41,285.2,4.8,Sunny
Assam,1996-12-01,12.1,53,33.3,5.8,Foggy
Rajasthan,2005-11-01,23.9,24,249.3,12.9,Stormy
Chhattisgarh,1994-12-01,24.8,58,29.2,10.9,Stormy
Haryana,2000-12-01,26.1,98,138.9,6.0,Stormy
Karnataka,2011-06-01,18.0,22,194.8,7.8,Rainy
Punjab,1988-01-01,21.6,79,45.4,4.0,Sunny
Uttar Pradesh,2023-09-01,37.4,38,135.0,9.7,Foggy
Manipur,2012-01-01,13.5,95,242.5,10.6,Rainy
West Bengal,2000-03-01,18.6,78,284.7,2.7,Rainy
Himachal Pradesh,2023-04-01,21.1,73,29.4,14.0,Foggy
Rajasthan,2012-12-01,32.8,73,130.3,3.3,Cloudy
Goa,2020-10-01,33.1,50,201.2,12.7,Rainy
Mizoram,2021-04-01,32.2,34,84.9,1.0,Cloudy
Assam,1990-03-01,36.6,58,52.0,8.2,Foggy
Punjab,2017-05-01,33.5,83,255.5,14.4,Cloudy
Andhra Pradesh,1998-04-01,35.5,22,171.3,6.7,Cloudy
Manipur,1995-07-01,23.6,63,213.8,12.5,Sunny
Bihar,1988-07-01,24.8,82,181.8,10.6,Stormy
Himachal Pradesh,1989-03-01,33.7,23,40.7,13.5,Cloudy
Arunachal Pradesh,2021-08-01,15.3,30,56.5,8.0,Cloudy
Bihar,1998-04-01,20.6,76,3.1,14.7,Rainy
Mizoram,1986-12-01,21.8,47,263.5,14.6,Rainy
Punjab,1987-09-01,21.6,32,86.3,12.1,Cloudy
Assam,1992-09-01,12.5,28,241.5,14.2,Stormy
Tamil Nadu,2016-03-01,36.5,45,121.9,7.2,Foggy
Odisha,1993-12-01,37.0,48,295.9,10.3,Rainy
Haryana,2006-09-01,28.4,70,259.8,5.5,Foggy
Bihar,2000-03-01,30.9,54,3.8,14.9,Cloudy
Manipur,2007-06-01,39.0,67,71.8,3.4,Stormy
Kerala,2021-01-01,38.4,58,229.7,4.3,Cloudy
Telangana,1991-02-01,29.9,40,251.4,7.6,Sunny
Assam,2024-08-01,18.4,45,287.1,11.4,Sunny
Telangana,2012-06-01,24.8,40,244.0,0.1,Rainy
Punjab,2000-03-01,31.6,94,50.3,11.5,Foggy
Chhattisgarh,2022-03-01,15.0,78,71.5,6.7,Stormy
Himachal Pradesh,2023-07-01,33.7,59,286.2,12.8,Foggy
Karnataka,1985-04-01,24.2,49,196.7,0.6,Rainy
Assam,2007-06-01,12.1,98,136.7,2.0,Cloudy
Telangana,1999-11-01,36.2,96,52.4,2.5,Sunny
West Bengal,1998-07-01,35.3,62,90.5,12.5,Sunny
Karnataka,1989-01-01,19.3,51,0.4,7.7,Cloudy
Uttar Pradesh,2024-06-01,34.2,88,106.7,8.4,Rainy
Goa,2017-04-01,24.9,31,272.2,6.9,Stormy
Meghalaya,2015-09-01,24.5,63,208.3,5.9,Rainy
Uttarakhand,2003-10-01,20.9,85,56.1,1.4,Cloudy
Meghalaya,2000-04-01,31.7,90,38.6,3.4,Rainy
Rajasthan,1990-12-01,39.4,84,171.7,8.9,Sunny
Haryana,2012-08-01,17.1,89,294.3,9.6,Cloudy
Telangana,1991-12-01,26.8,69,296.3,3.1,Foggy
Tripura,1993-11-01,39.9,86,69.5,5.4,Stormy
Meghalaya,1993-04-01,14.1,52,177.7,4.7,Foggy
Telangana,2005-09-01,33.1,69,68.6,13.3,Sunny
Jharkhand,2010-06-01,19.2,39,181.3,6.1,Foggy
Assam,1992-11-01,30.0,87,261.1,10.6,Rainy
Andhra Pradesh,1985-03-01,36.0,23,110.0,5.5,Stormy
Himachal Pradesh,2011-02-01,16.4,99,72.8,3.2,Rainy
Uttarakhand,2013-09-01,18.6,72,294.1,9.5,Rainy
Maharashtra,1995-11-01,11.0,39,160.1,4.1,Foggy
West Bengal,1987-11-01,22.5,43,212.0,3.8,Sunny
Haryana,2023-08-01,32.7,32,47.8,14.1,Cloudy
West Bengal,1988-05-01,38.8,100,21.4,1.9,Foggy
Tamil Nadu,1985-07-01,28.8,22,140.4,2.0,Sunny
Sikkim,2024-06-01,21.0,70,160.9,11.3,Sunny
Punjab,1987-06-01,11.6,52,46.2,4.9,Sunny
Maharashtra,2007-12-01,30.3,46,75.7,0.7,Foggy
Uttarakhand,2006-08-01,36.3,38,226.6,5.9,Foggy
Kerala,1996-08-01,20.4,44,265.2,13.0,Sunny
Tamil Nadu,2005-01-01,35.7,27,29.1,14.7,Foggy
Assam,2020-07-01,36.5,81,291.0,0.3,Cloudy
Punjab,2011-07-01,10.8,92,134.3,12.7,Rainy
Sikkim,2010-03-01,26.6,28,41.1,6.4,Rainy
Arunachal Pradesh,2022-06-01,23.9,23,70.4,10.0,Sunny
Sikkim,2023-04-01,14.1,71,174.1,1.5,Foggy
Karnataka,1994-12-01,38.3,56,208.1,3.8,Rainy
Jharkhand,1998-11-01,22.6,57,173.3,12.0,Rainy
Kerala,2022-08-01,32.2,23,181.9,5.2,Rainy
Uttarakhand,1994-09-01,30.0,29,269.0,9.4,Foggy
Goa,1996-06-01,38.3,87,151.9,8.9,Sunny
Karnataka,1996-06-01,20.1,33,136.9,2.4,Rainy
Himachal Pradesh,2021-07-01,31.6,42,127.0,0.1,Foggy
Goa,2012-06-01,38.7,21,82.7,6.3,Cloudy
Odisha,2007-08-01,21.4,98,234.6,3.0,Cloudy
Uttarakhand,2004-09-01,12.8,31,122.2,2.5,Cloudy
Punjab,1999-01-01,19.1,45,65.3,4.0,Stormy
Jharkhand,2022-01-01,19.9,75,269.1,5.1,Foggy
Sikkim,2017-06-01,35.7,97,122.1,9.1,Rainy
Karnataka,2004-09-01,27.3,75,96.4,3.9,Stormy
Jharkhand,2012-12-01,38.2,27,212.4,13.8,Rainy
Telangana,2002-02-01,34.9,89,88.7,9.8,Sunny
Punjab,1986-05-01,37.7,68,141.1,11.3,Stormy
Tripura,2017-04-01,18.2,59,127.2,5.6,Cloudy
Rajasthan,1989-03-01,38.3,76,77.3,4.4,Stormy
Bihar,2002-01-01,13.5,91,116.6,12.0,Cloudy
Chhattisgarh,2002-08-01,12.9,28,74.2,11.7,Rainy
Meghalaya,1989-05-01,21.2,72,188.2,3.3,Cloudy
Odisha,2004-02-01,17.6,48,113.7,12.2,Foggy
Tripura,2019-09-01,38.3,30,213.3,6.0,Foggy
Assam,1996-11-01,21.0,43,233.3,11.8,Foggy
Meghalaya,2023-11-01,10.0,44,89.3,3.0,Sunny
Gujarat,2012-06-01,17.4,61,32.6,2.2,Cloudy
Assam,1992-07-01,31.4,70,72.1,10.1,Rainy
Rajasthan,2016-10-01,12.6,39,217.1,1.7,Foggy
Jharkhand,1996-12-01,15.3,76,137.8,4.0,Sunny
Mizoram,2013-11-01,16.7,25,41.4,10.6,Cloudy
Manipur,1990-07-01,36.9,85,198.8,14.3,Cloudy
Manipur,2013-09-01,25.0,85,53.0,8.1,Stormy
Gujarat,2004-01-01,34.5,95,212.5,7.2,Stormy
Karnataka,2011-04-01,36.0,63,196.2,9.4,Rainy
Haryana,1995-12-01,14.1,56,297.1,13.2,Sunny
Telangana,1988-05-01,30.2,96,95.2,9.2,Cloudy
Madhya Pradesh,1989-01-01,23.6,91,262.7,2.8,Stormy
Meghalaya,1995-09-01,37.7,51,110.8,9.2,Sunny
Goa,1990-02-01,16.8,80,223.3,10.8,Stormy
Odisha,2006-11-01,23.5,41,213.5,11.5,Foggy
Assam,1987-09-01,33.8,100,71.0,13.4,Stormy
Kerala,2003-07-01,23.4,60,252.8,1.3,Sunny
Jharkhand,1997-03-01,13.3,39,274.8,0.8,Sunny
Goa,2002-10-01,17.4,86,187.2,9.2,Rainy
West Bengal,2016-11-01,37.9,96,31.7,11.2,Cloudy
Haryana,2010-08-01,34.4,21,35.0,4.1,Rainy
Jharkhand,1988-03-01,17.5,66,289.1,13.4,Sunny
Gujarat,1997-04-01,30.3,82,99.9,14.3,Foggy
Karnataka,1991-05-01,17.9,87,299.0,12.8,Rainy
Punjab,2003-12-01,28.0,49,118.9,4.0,Sunny
Uttarakhand,2005-06-01,23.1,81,15.8,6.8,Sunny
Uttarakhand,2002-11-01,28.5,38,193.1,8.0,Foggy
Uttar Pradesh,2015-09-01,16.2,72,30.7,5.3,Foggy
Arunachal Pradesh,2005-12-01,34.4,23,248.0,13.2,Stormy
Mizoram,2020-06-01,22.3,57,209.7,8.9,Rainy
Arunachal Pradesh,1991-03-01,10.6,51,266.9,13.4,Rainy
Uttarakhand,1989-12-01,19.4,29,115.6,6.9,Stormy
Uttarakhand,2015-06-01,39.0,78,167.0,12.9,Cloudy
Uttarakhand,1995-04-01,15.5,56,198.1,13.9,Rainy
Kerala,2008-07-01,23.0,87,227.7,13.6,Sunny
Odisha,1995-07-01,34.8,48,228.3,0.9,Sunny
Arunachal Pradesh,2008-01-01,17.4,23,299.9,14.8,Cloudy
Tripura,2007-04-01,27.9,50,180.2,8.4,Rainy
Jharkhand,2019-06-01,32.3,30,55.8,11.2,Sunny
Andhra Pradesh,1998-09-01,26.5,30,224.3,10.8,Foggy
Arunachal Pradesh,2000-03-01,21.6,47,173.8,12.1,Sunny
Manipur,1991-04-01,35.2,95,258.3,3.2,Stormy
West Bengal,1999-01-01,33.0,100,262.6,5.5,Rainy
Bihar,1994-02-01,14.2,41,273.9,14.6,Stormy
Chhattisgarh,2001-06-01,34.4,33,210.1,6.6,Stormy
Assam,2023-12-01,36.5,96,65.6,12.5,Rainy
Jharkhand,1986-09-01,32.0,74,69.3,6.7,Rainy
West Bengal,1990-11-01,38.9,81,286.8,2.0,Foggy
Telangana,2002-08-01,26.1,51,260.2,8.5,Stormy
Uttarakhand,2002-08-01,22.2,96,251.2,12.3,Cloudy
Sikkim,2015-09-01,17.6,33,30.9,1.0,Cloudy
Sikkim,1993-03-01,21.9,49,247.7,6.2,Foggy
Telangana,2002-03-01,27.4,88,195.0,9.0,Sunny
Assam,1997-09-01,18.2,74,188.2,12.8,Foggy
Goa,2003-04-01,34.7,39,141.2,0.0,Cloudy
Kerala,2009-02-01,27.0,38,180.1,1.8,Foggy
Uttar Pradesh,1998-05-01,37.8,85,232.3,13.7,Stormy
Jharkhand,2006-11-01,18.2,82,9.4,11.7,Rainy
Arunachal Pradesh,2020-06-01,21.6,38,283.7,3.5,Sunny
Tripura,2016-10-01,29.4,82,81.8,7.9,Rainy
Jharkhand,2011-10-01,17.0,29,95.2,11.9,Rainy
Madhya Pradesh,1991-02-01,24.1,63,219.2,4.5,Stormy
Uttar Pradesh,2003-04-01,15.3,82,239.6,9.3,Foggy
Madhya Pradesh,1998-12-01,32.1,65,269.5,2.2,Stormy
Tripura,2006-10-01,14.9,23,199.1,0.5,Foggy
Mizoram,1985-04-01,20.2,30,271.3,9.1,Sunny
Punjab,2021-04-01,16.8,62,10.5,12.8,Stormy
Andhra Pradesh,1999-04-01,33.7,21,42.4,13.5,Rainy
Punjab,2016-03-01,23.4,21,27.1,2.5,Cloudy
Mizoram,2013-01-01,26.1,99,293.2,12.2,Cloudy
Rajasthan,1992-07-01,26.8,34,69.7,12.4,Foggy
Arunachal Pradesh,1987-04-01,29.4,64,253.4,0.1,Stormy
Karnataka,2012-04-01,18.3,43,181.6,8.2,Sunny
Madhya Pradesh,1988-07-01,18.1,37,3.7,2.2,Rainy
Goa,2013-10-01,12.3,59,140.6,6.7,Stormy
Punjab,1986-11-01,19.1,28,160.2,13.0,Cloudy
Karnataka,2013-02-01,14.2,47,205.7,8.4,Sunny
Uttar Pradesh,2014-09-01,11.2,96,54.9,14.0,Cloudy
Sikkim,2012-05-01,19.9,91,275.7,10.8,Stormy
Gujarat,1986-04-01,15.3,73,134.5,4.8,Sunny
Karnataka,2006-08-01,10.3,90,255.5,8.1,Stormy
Himachal Pradesh,2008-11-01,31.0,96,104.8,5.1,Sunny
Arunachal Pradesh,2007-08-01,26.1,40,39.7,8.8,Cloudy
Nagaland,1995-05-01,20.7,78,72.9,2.8,Foggy
Bihar,1992-01-01,13.5,79,37.6,14.5,Rainy
Gujarat,2008-05-01,24.9,87,127.9,13.0,Foggy
Kerala,2019-11-01,34.4,61,71.0,10.7,Cloudy
Assam,2006-12-01,22.5,96,55.0,13.1,Stormy
Madhya Pradesh,2007-01-01,14.8,32,45.8,5.6,Cloudy
West Bengal,1995-10-01,17.8,73,86.5,11.6,Sunny
Gujarat,2017-03-01,39.6,42,267.9,3.3,Stormy
Maharashtra,2021-09-01,32.6,78,49.0,3.5,Cloudy
Arunachal Pradesh,1993-04-01,36.3,29,40.7,11.0,Rainy
Uttarakhand,1991-03-01,31.5,66,291.2,14.9,Stormy
Nagaland,1994-04-01,24.0,45,177.0,14.1,Sunny
Maharashtra,1985-10-01,11.7,77,21.6,12.7,Cloudy
